#,First Name,Last Name,Gender,Bloof Group,Date of Birth,Passport Number,NRIC Number,Religion,Race,Mobile Number,Country,State/Province,City,Zip/Postal Code,Address 1,Address 2,Academic Year,Register Number,Roll Number,Admission Date,Grade,Class,Session,Semester,Email,Password,Confirm Password,Father Name,Mother Name,Guardian Name,Guardian Relation,School Name,Qualification,Remarks
381,喜一,小谷,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,381,2022-2023,BR0-022,872388923,27-03-2023,5年,1組,Morning,Semester 381,s8726740@gmail.com,12345678,12345678,有美,,,,KMHHS,First,Good
382,信行,青柳,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,382,2022-2023,BR0-022,872388923,27-03-2023,5年,1組,Morning,Semester 382,s8786228@gmail.com,12345678,12345678,健士,,,,KMHHS,First,Good
383,孝雄,吉本,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,383,2022-2023,BR0-022,872388923,27-03-2023,5年,1組,Morning,Semester 383,s8755491@gmail.com,12345678,12345678,伸悟,,,,KMHHS,First,Good
384,司,藤岡,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,384,2022-2023,BR0-022,872388923,27-03-2023,5年,1組,Morning,Semester 384,s8755598@gmail.com,12345678,12345678,正広,,,,KMHHS,First,Good
385,正則,竹下,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,385,2022-2023,BR0-022,872388923,27-03-2023,5年,1組,Morning,Semester 385,s8755599@gmail.com,12345678,12345678,潤子,,,,KMHHS,First,Good
386,純一,竹本,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,386,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 386,s8755602@gmail.com,12345678,12345678,伸治,,,,KMHHS,First,Good
387,敏明,古谷,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,387,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 387,s9080952@gmail.com,12345678,12345678,朋子,,,,KMHHS,First,Good
388,忠義,緒方,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,388,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 388,s8755175@gmail.com,12345678,12345678,幸子,,,,KMHHS,First,Good
389,貞雄,藤村,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,389,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 389,s8755191@gmail.com,12345678,12345678,淳子,,,,KMHHS,First,Good
390,秀一,平川,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,390,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 390,s8694795@gmail.com,12345678,12345678,栄,,,,KMHHS,First,Good
391,正信,亀井,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,391,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 391,s8867001@gmail.com,12345678,12345678,篤,,,,KMHHS,First,Good
392,五郎,高島,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,392,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 392,s8948852@gmail.com,12345678,12345678,咲,,,,KMHHS,First,Good
393,次男,三輪,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,393,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 393,s9101666@gmail.com,12345678,12345678,恭明,,,,KMHHS,First,Good
394,義則,篠崎,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,394,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 394,s8755352@gmail.com,12345678,12345678,尚子,,,,KMHHS,First,Good
395,義信,藤沢,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,395,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 395,s8754874@gmail.com,12345678,12345678,真紀子,,,,KMHHS,First,Good
396,賢治,窪田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,396,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 396,s8786377@gmail.com,12345678,12345678,希望,,,,KMHHS,First,Good
397,幹夫,宮原,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,397,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 397,s8792171@gmail.com,12345678,12345678,絵理,,,,KMHHS,First,Good
398,勝男,根岸,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,398,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 398,s8867014@gmail.com,12345678,12345678,崇,,,,KMHHS,First,Good
399,正志,高井,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,399,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 399,s8755723@gmail.com,12345678,12345678,正人,,,,KMHHS,First,Good
400,輝雄,下村,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,400,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 400,s8779664@gmail.com,12345678,12345678,裕也,,,,KMHHS,First,Good
401,広,高瀬,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,401,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 401,s9060468@gmail.com,12345678,12345678,真一,,,,KMHHS,First,Good
402,茂雄,山村,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,402,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 402,s8755486@gmail.com,12345678,12345678,貴之,,,,KMHHS,First,Good
403,茂樹,川本,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,403,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 403,s9161953@gmail.com,12345678,12345678,大貴,,,,KMHHS,First,Good
404,英明,柳沢,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,404,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 404,s8945261@gmail.com,12345678,12345678,香織,,,,KMHHS,First,Good
405,富夫,小澤,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,405,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 405,s8944770@gmail.com,12345678,12345678,佳弘,,,,KMHHS,First,Good
406,幹雄,横井,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,406,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 406,s9199830@gmail.com,12345678,12345678,智,,,,KMHHS,First,Good
407,正和,吉沢,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,407,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 407,s9159834@gmail.com,12345678,12345678,大介,,,,KMHHS,First,Good
408,隆一,出口,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,408,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 408,s8723841@gmail.com,12345678,12345678,透,,,,KMHHS,First,Good
409,八郎,武井,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,409,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 409,s8786528@gmail.com,12345678,12345678,美佳,,,,KMHHS,First,Good
410,春男,小森,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,410,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 410,s11530053@gmail.com,12345678,12345678,道,,,,KMHHS,First,Good
411,信男,竹村,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,411,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 411,s11639407@gmail.com,12345678,12345678,陽子,,,,KMHHS,First,Good
412,正昭,長野,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,412,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 412,s8786625@gmail.com,12345678,12345678,洋介,,,,KMHHS,First,Good
413,康雄,宮沢,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,413,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 413,s8850954@gmail.com,12345678,12345678,義輝,,,,KMHHS,First,Good
414,正二,志村,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,414,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 414,s8694793@gmail.com,12345678,12345678,梨沙,,,,KMHHS,First,Good
415,馨,平松,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,415,2022-2023,BR0-022,872388923,27-03-2023,5年,2組,Morning,Semester 415,s8692817@gmail.com,12345678,12345678,太一郎,,,,KMHHS,First,Good
416,英樹,臼井,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,416,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 416,s9061728@gmail.com,12345678,12345678,卓士,,,,KMHHS,First,Good
417,昭雄,福岡,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,417,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 417,s8787530@gmail.com,12345678,12345678,一義,,,,KMHHS,First,Good
418,雄二,黒沢,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,418,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 418,s8779571@gmail.com,12345678,12345678,孝一,,,,KMHHS,First,Good
419,俊彦,溝口,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,419,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 419,s8786250@gmail.com,12345678,12345678,美咲,,,,KMHHS,First,Good
420,哲男,田原,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,420,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 420,s8866998@gmail.com,12345678,12345678,孝志,,,,KMHHS,First,Good
421,勝治,稲田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,421,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 421,s8982087@gmail.com,12345678,12345678,憲和,,,,KMHHS,First,Good
422,忍,浅田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,422,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 422,s11633531@gmail.com,12345678,12345678,泰之,,,,KMHHS,First,Good
423,秀明,筒井,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,423,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 423,s9156564@gmail.com,12345678,12345678,真奈美,,,,KMHHS,First,Good
424,茂夫,柳田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,424,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 424,s8726087@gmail.com,12345678,12345678,愛子,,,,KMHHS,First,Good
425,英治,奧村,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,425,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 425,s12359465@gmail.com,12345678,12345678,雅弘,,,,KMHHS,First,Good
426,正樹,永野,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,426,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 426,s8755666@gmail.com,12345678,12345678,英,,,,KMHHS,First,Good
427,春夫,大原,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,427,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 427,s8867004@gmail.com,12345678,12345678,圭介,,,,KMHHS,First,Good
428,利一,冨田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,428,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 428,s8755728@gmail.com,12345678,12345678,悦子,,,,KMHHS,First,Good
429,清美,林田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,429,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 429,s8755766@gmail.com,12345678,12345678,義隆,,,,KMHHS,First,Good
430,務,瀬戸,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,430,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 430,s9156002@gmail.com,12345678,12345678,理恵子,,,,KMHHS,First,Good
431,篤,大平,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,431,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 431,s8754962@gmail.com,12345678,12345678,祐典,,,,KMHHS,First,Good
432,恒雄,手塚,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,432,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 432,s8716169@gmail.com,12345678,12345678,崇,,,,KMHHS,First,Good
433,達雄,入江,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,433,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 433,s8786794@gmail.com,12345678,12345678,明日香,,,,KMHHS,First,Good
434,和幸,篠田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,434,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 434,s8816958@gmail.com,12345678,12345678,勝彦,,,,KMHHS,First,Good
435,哲雄,福永,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,435,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 435,s10904643@gmail.com,12345678,12345678,愛子,,,,KMHHS,First,Good
436,勝雄,北原,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,436,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 436,s11548589@gmail.com,12345678,12345678,肇,,,,KMHHS,First,Good
437,充,富永,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,437,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 437,s8996366@gmail.com,12345678,12345678,ゆりこ,,,,KMHHS,First,Good
438,寿,矢島,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,438,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 438,s8792060@gmail.com,12345678,12345678,啓,,,,KMHHS,First,Good
439,正敏,小出,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,439,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 439,s9123511@gmail.com,12345678,12345678,智子,,,,KMHHS,First,Good
440,和美,湯浅,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,440,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 440,s8872992@gmail.com,12345678,12345678,洋子,,,,KMHHS,First,Good
441,克巳,鶴田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,441,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 441,s8786710@gmail.com,12345678,12345678,勇,,,,KMHHS,First,Good
442,重信,沼田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,442,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 442,s12246633@gmail.com,12345678,12345678,美菜子,,,,KMHHS,First,Good
443,健司,高松,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,443,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 443,s8786339@gmail.com,12345678,12345678,寿雄,,,,KMHHS,First,Good
444,武彦,堀口,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,444,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 444,s8755153@gmail.com,12345678,12345678,康彦,,,,KMHHS,First,Good
445,政一,長岡,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,445,2022-2023,BR0-022,872388923,27-03-2023,5年,3組,Morning,Semester 445,s8692816@gmail.com,12345678,12345678,純一,,,,KMHHS,First,Good
446,照雄,岩瀬,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,446,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 446,s9253769@gmail.com,12345678,12345678,翔子,,,,KMHHS,First,Good
447,政男,山岡,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,447,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 447,s8755507@gmail.com,12345678,12345678,由香利,,,,KMHHS,First,Good
448,静雄,大田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,448,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 448,s9076647@gmail.com,12345678,12345678,洋介,,,,KMHHS,First,Good
449,達夫,石崎,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,449,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 449,s8755228@gmail.com,12345678,12345678,美奈子,,,,KMHHS,First,Good
450,節子,澤田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,450,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 450,s8754809@gmail.com,12345678,12345678,駿介,,,,KMHHS,First,Good
451,克彦,大槻,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,451,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 451,s8862942@gmail.com,12345678,12345678,幸夫,,,,KMHHS,First,Good
452,国雄,石山,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,452,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 452,s8755705@gmail.com,12345678,12345678,豊,,,,KMHHS,First,Good
453,修二,池上,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,453,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 453,s8755721@gmail.com,12345678,12345678,歩美,,,,KMHHS,First,Good
454,清志,堀川,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,454,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 454,s8867016@gmail.com,12345678,12345678,隆一,,,,KMHHS,First,Good
455,雅彦,二宮,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,455,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 455,s9184744@gmail.com,12345678,12345678,義則,,,,KMHHS,First,Good
456,政治,相馬,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,456,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 456,s8786431@gmail.com,12345678,12345678,拓磨,,,,KMHHS,First,Good
457,良治,園田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,457,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 457,s9138448@gmail.com,12345678,12345678,綾子,,,,KMHHS,First,Good
458,哲郎,柏木,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,458,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 458,s9055614@gmail.com,12345678,12345678,基史,,,,KMHHS,First,Good
459,正光,島崎,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,459,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 459,s8692827@gmail.com,12345678,12345678,真紀,,,,KMHHS,First,Good
460,和義,奧田,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,460,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 460,s8755443@gmail.com,12345678,12345678,光,,,,KMHHS,First,Good
461,浩司,平岡,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,461,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 461,s8724583@gmail.com,12345678,12345678,裕志,,,,KMHHS,First,Good
462,康弘,花田,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,462,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 462,s9184192@gmail.com,12345678,12345678,睦子,,,,KMHHS,First,Good
463,覚,杉原,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,463,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 463,s8692825@gmail.com,12345678,12345678,和貴,,,,KMHHS,First,Good
464,正己,加納,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,464,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 464,s10883563@gmail.com,12345678,12345678,慶太郎,,,,KMHHS,First,Good
465,滋,村瀬,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,465,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 465,s8755008@gmail.com,12345678,12345678,裕美子,,,,KMHHS,First,Good
466,敏行,川野,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,466,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 466,s8948734@gmail.com,12345678,12345678,憲昭,,,,KMHHS,First,Good
467,芳男,内海,Female,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,467,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 467,s8754980@gmail.com,12345678,12345678,有華,,,,KMHHS,First,Good
468,俊男,片桐,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,468,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 468,s8792064@gmail.com,12345678,12345678,和美,,,,KMHHS,First,Good
469,博司,長沢,Male,,27-03-1992,8787787812,12345678,仏教,日本人,123456789,Malaysia,Kuala Lumpur,Kuala Lumpur,81200,MontKiara,469,2022-2023,BR0-022,872388923,27-03-2023,6年,1組,Morning,Semester 469,s8786137@gmail.com,12345678,12345678,直紀,,,,KMHHS,First,Good
